REFERENCE_MONTH,HEADQUATERS_CURRENT_ID,HEADQUATERS_CURRENT_NAME,BUSINESS_CURRENT_DEPARTMENT_CODE,BUSINESS_CURRENT_DEPARTMENT_NAME,SALES_GROUP_CURRENT_CODE,SALES_GROUP_CURRENT_NAME,ROUTE_CURRENT_BUSINESS_DEPARTMENT_CODE,ROUTE_CURRENT_BUSINESS_DEPARTMENT_NAME,MANAGER_ID,MANAGER_NAME,HEAD_OFFICE_CODE,HEAD_OFFICE_NAME,CUSTOMER_ID,CUSTOMER_NAME,PRODUCT_NUMBER,PRODUCT_NAME,LARGE_PRODUCT_CATEGORY,LARGE_PRODUCT_CATEGORY_NAME,MIDDLE_PRODUCT_CATEGORY,MIDDLE_PRODUCT_CATEGORY_NAME,SMALL_PRODUCT_CATEGORY,SMALL_PRODUCT_CATEGORY_NAME,DETAILED_PRODUCT_CATEGORY,DETAILED_PRODUCT_CATEGORY_NAME,PB_DIV_CD,PB_DIV_NM,SALES_VALUE_AT_HANDLING_REFERENCE,SALES_PROFIT_AMOUNT
2024.09,25487,본부_3,87570,사업부_5,77006,영업그룹_2,42605,경로사업부_1,68924,매니저_1,79956,본점_4,23407255,고객_9,46995791,상품_18,815,대분류_2,0162,중분류_5,8121,소분류_2,7025,세분류_3,02,PB_2,86642.47038673119,2052.8610898003426
2023.10,88114,본부_5,18075,사업부_2,77006,영업그룹_2,37283,경로사업부_5,40058,매니저_5,91638,본점_5,16070762,고객_1,01549300,상품_19,614,대분류_4,0162,중분류_5,1649,소분류_3,4290,세분류_1,03,PB_3,17516.092307500214,343.60075758593314
2023.03,88114,본부_5,66484,사업부_3,40645,영업그룹_1,45128,경로사업부_4,32438,매니저_4,09443,본점_2,90482989,고객_11,46740784,상품_20,815,대분류_2,0162,중분류_5,5404,소분류_4,7025,세분류_3,04,PB_4,11561.62136567694,1299.8374369206165
2023.08,25487,본부_3,66484,사업부_3,40645,영업그룹_1,93691,경로사업부_3,32438,매니저_4,40814,본점_3,23407255,고객_9,57064455,상품_21,815,대분류_2,1856,중분류_2,7296,소분류_5,4290,세분류_1,04,PB_4,78271.21357342113,3461.5134271708957
2024.09,05467,본부_2,66484,사업부_3,15000,영업그룹_4,93691,경로사업부_3,40058,매니저_5,91638,본점_5,67670783,고객_4,61277977,상품_22,408,대분류_1,0162,중분류_5,5404,소분류_4,2897,세분류_4,04,PB_4,92622.8807867219,9195.668972981519
2024.01,05467,본부_2,84073,사업부_4,05944,영업그룹_5,42605,경로사업부_1,46638,매니저_2,91638,본점_5,07489926,고객_15,21652477,상품_23,933,대분류_5,7794,중분류_3,1649,소분류_3,7951,세분류_5,03,PB_3,55606.12046980878,171.65344528811937
2024.06,25487,본부_3,66484,사업부_3,66869,영업그룹_3,45128,경로사업부_4,40058,매니저_5,40814,본점_3,54654342,고객_14,77595918,상품_24,614,대분류_4,7794,중분류_3,1649,소분류_3,7025,세분류_3,03,PB_3,61769.767557280815,9982.689557070418
2024.09,05467,본부_2,84073,사업부_4,40645,영업그룹_1,37283,경로사업부_5,68924,매니저_1,09443,본점_2,58634617,고객_5,68957474,상품_25,614,대분류_4,0162,중분류_5,1649,소분류_3,4290,세분류_1,03,PB_3,72609.30964853264,3866.755944785656
2024.09,05467,본부_2,87570,사업부_5,77006,영업그룹_2,45128,경로사업부_4,68924,매니저_1,40814,본점_3,15967515,고객_19,20584458,상품_26,408,대분류_1,2601,중분류_1,5404,소분류_4,7951,세분류_5,02,PB_2,74833.52777468125,5150.144090080106
2023.07,25487,본부_3,80841,사업부_1,05944,영업그룹_5,42605,경로사업부_1,13500,매니저_3,62642,본점_1,98000523,고객_17,37727496,상품_27,815,대분류_2,1856,중분류_2,5404,소분류_4,7025,세분류_3,04,PB_4,96318.55308420838,2268.471286621374
2023.10,88114,본부_5,87570,사업부_5,40645,영업그룹_1,42605,경로사업부_1,68924,매니저_1,79956,본점_4,24100318,고객_20,74440495,상품_28,933,대분류_5,2601,중분류_1,1649,소분류_3,7655,세분류_2,03,PB_3,5998.642422666154,3457.5482715991666
2024.09,05467,본부_2,80841,사업부_1,66869,영업그룹_3,09014,경로사업부_2,68924,매니저_1,40814,본점_3,24211193,고객_13,82864399,상품_29,933,대분류_5,2601,중분류_1,8121,소분류_2,7025,세분류_3,03,PB_3,22043.167092267533,2959.6192145099258
2023.12,42786,본부_4,87570,사업부_5,15000,영업그룹_4,45128,경로사업부_4,40058,매니저_5,09443,본점_2,05847842,고객_8,65461345,상품_30,408,대분류_1,0162,중분류_5,5404,소분류_4,4290,세분류_1,04,PB_4,36883.50098422978,8832.004181256914
2024.06,25817,본부_1,84073,사업부_4,66869,영업그룹_3,45128,경로사업부_4,40058,매니저_5,91638,본점_5,17448779,고객_6,72445687,상품_31,933,대분류_5,1856,중분류_2,7296,소분류_5,4290,세분류_1,04,PB_4,87103.18569739073,281.0428951033135
2024.04,25487,본부_3,18075,사업부_2,66869,영업그룹_3,37283,경로사업부_5,46638,매니저_2,79956,본점_4,97278440,고객_18,72515716,상품_32,815,대분류_2,7794,중분류_3,5404,소분류_4,4290,세분류_1,01,PB_1,95606.17947745629,8693.062808546007
2023.08,88114,본부_5,84073,사업부_4,66869,영업그룹_3,37283,경로사업부_5,46638,매니저_2,09443,본점_2,07489926,고객_15,72851952,상품_33,614,대분류_4,1856,중분류_2,7296,소분류_5,2897,세분류_4,04,PB_4,95234.36294436446,6725.862075819498
2023.09,42786,본부_4,80841,사업부_1,77006,영업그룹_2,42605,경로사업부_1,46638,매니저_2,79956,본점_4,72182478,고객_10,35389431,상품_34,933,대분류_5,2601,중분류_1,1649,소분류_3,4290,세분류_1,04,PB_4,54090.61513740066,546.8625025579424
2023.04,25817,본부_1,18075,사업부_2,40645,영업그룹_1,09014,경로사업부_2,40058,매니저_5,91638,본점_5,75142952,고객_3,50173705,상품_35,815,대분류_2,9507,중분류_4,1649,소분류_3,7655,세분류_2,02,PB_2,74472.40831513719,8268.016167995978
2024.08,25487,본부_3,80841,사업부_1,15000,영업그룹_4,37283,경로사업부_5,68924,매니저_1,62642,본점_1,72182478,고객_10,31378569,상품_36,614,대분류_4,7794,중분류_3,1649,소분류_3,4290,세분류_1,02,PB_2,57149.74601844854,273.79254841937484
2024.08,25487,본부_3,87570,사업부_5,15000,영업그룹_4,42605,경로사업부_1,32438,매니저_4,79956,본점_4,67670783,고객_4,78974449,상품_37,408,대분류_1,7794,중분류_3,8121,소분류_2,2897,세분류_4,02,PB_2,78175.63708496188,2969.1909628574654
2023.05,25487,본부_3,66484,사업부_3,77006,영업그룹_2,37283,경로사업부_5,32438,매니저_4,62642,본점_1,72182478,고객_10,16563215,상품_38,614,대분류_4,1856,중분류_2,5404,소분류_4,4290,세분류_1,02,PB_2,83885.98000927015,5811.214347295903
2024.10,88114,본부_5,66484,사업부_3,05944,영업그룹_5,93691,경로사업부_3,46638,매니저_2,40814,본점_3,05847842,고객_8,37481075,상품_39,614,대분류_4,7794,중분류_3,5404,소분류_4,7655,세분류_2,02,PB_2,80483.23894300291,3498.4503640773237
2024.02,25817,본부_1,66484,사업부_3,15000,영업그룹_4,37283,경로사업부_5,32438,매니저_4,62642,본점_1,26118220,고객_16,19286133,상품_40,815,대분류_2,1856,중분류_2,8121,소분류_2,2897,세분류_4,02,PB_2,80006.95814134197,8125.161057919908
2023.07,25817,본부_1,80841,사업부_1,66869,영업그룹_3,45128,경로사업부_4,40058,매니저_5,40814,본점_3,07489926,고객_15,13480152,상품_41,815,대분류_2,1856,중분류_2,5658,소분류_1,4290,세분류_1,03,PB_3,43796.743334507875,7771.735681107714
2024.09,88114,본부_5,80841,사업부_1,77006,영업그룹_2,37283,경로사업부_5,40058,매니저_5,62642,본점_1,97278440,고객_18,46175547,상품_42,408,대분류_1,9507,중분류_4,1649,소분류_3,7655,세분류_2,01,PB_1,1419.004396852561,5891.228863640988
2023.10,25817,본부_1,87570,사업부_5,40645,영업그룹_1,42605,경로사업부_1,13500,매니저_3,62642,본점_1,07489926,고객_15,75313000,상품_43,815,대분류_2,1856,중분류_2,5658,소분류_1,4290,세분류_1,01,PB_1,26446.5607832028,1651.1491487576595
2023.05,25487,본부_3,80841,사업부_1,05944,영업그룹_5,09014,경로사업부_2,32438,매니저_4,40814,본점_3,54654342,고객_14,02335054,상품_44,815,대분류_2,9507,중분류_4,5404,소분류_4,7025,세분류_3,03,PB_3,1865.3160738937163,1901.029331469595
2023.03,05467,본부_2,66484,사업부_3,15000,영업그룹_4,45128,경로사업부_4,68924,매니저_1,09443,본점_2,36407697,고객_12,16322119,상품_45,933,대분류_5,7794,중분류_3,8121,소분류_2,2897,세분류_4,02,PB_2,98408.55571301619,1325.109661392912
2024.05,42786,본부_4,18075,사업부_2,05944,영업그룹_5,09014,경로사업부_2,68924,매니저_1,79956,본점_4,75142952,고객_3,41153028,상품_46,933,대분류_5,9507,중분류_4,7296,소분류_5,7025,세분류_3,01,PB_1,2401.965944910781,7913.730096125307
2023.12,42786,본부_4,87570,사업부_5,77006,영업그룹_2,09014,경로사업부_2,46638,매니저_2,40814,본점_3,98000523,고객_17,54834425,상품_47,408,대분류_1,2601,중분류_1,7296,소분류_5,7655,세분류_2,02,PB_2,98075.93825737061,120.77215156107869
2023.12,25487,본부_3,18075,사업부_2,05944,영업그룹_5,09014,경로사업부_2,68924,매니저_1,09443,본점_2,72182478,고객_10,67702356,상품_48,952,대분류_3,2601,중분류_1,7296,소분류_5,7655,세분류_2,04,PB_4,25624.33566072058,5429.84383313305
2023.12,88114,본부_5,80841,사업부_1,40645,영업그룹_1,42605,경로사업부_1,46638,매니저_2,62642,본점_1,15967515,고객_19,21123878,상품_49,933,대분류_5,7794,중분류_3,8121,소분류_2,7655,세분류_2,02,PB_2,4083.5891533735225,9086.59089689851
2024.03,88114,본부_5,84073,사업부_4,05944,영업그룹_5,09014,경로사업부_2,46638,매니저_2,09443,본점_2,73065718,고객_7,94877494,상품_50,933,대분류_5,9507,중분류_4,7296,소분류_5,7655,세분류_2,03,PB_3,35787.74433651257,7243.525874722695
2024.02,25487,본부_3,18075,사업부_2,05944,영업그룹_5,45128,경로사업부_4,46638,매니저_2,40814,본점_3,67670783,고객_4,28376877,상품_51,815,대분류_2,9507,중분류_4,7296,소분류_5,7951,세분류_5,04,PB_4,21801.46034715568,5379.58278477776
2023.02,25487,본부_3,87570,사업부_5,15000,영업그룹_4,37283,경로사업부_5,46638,매니저_2,09443,본점_2,45124782,고객_2,80347345,상품_52,614,대분류_4,0162,중분류_5,7296,소분류_5,2897,세분류_4,02,PB_2,25508.41937550667,310.78540346878356
2024.11,25817,본부_1,80841,사업부_1,15000,영업그룹_4,45128,경로사업부_4,40058,매니저_5,40814,본점_3,73065718,고객_7,88970175,상품_53,614,대분류_4,2601,중분류_1,8121,소분류_2,7655,세분류_2,04,PB_4,58943.76423807456,8108.193669701094
2023.11,42786,본부_4,87570,사업부_5,15000,영업그룹_4,45128,경로사업부_4,32438,매니저_4,79956,본점_4,54654342,고객_14,30201408,상품_54,815,대분류_2,7794,중분류_3,5658,소분류_1,7025,세분류_3,03,PB_3,60069.905859640116,6634.685426329117
2024.01,88114,본부_5,18075,사업부_2,66869,영업그룹_3,42605,경로사업부_1,32438,매니저_4,09443,본점_2,73065718,고객_7,91232781,상품_55,408,대분류_1,1856,중분류_2,5658,소분류_1,7025,세분류_3,02,PB_2,58360.04490825871,5181.798330053882
2023.02,88114,본부_5,87570,사업부_5,40645,영업그룹_1,37283,경로사업부_5,46638,매니저_2,09443,본점_2,75142952,고객_3,14295825,상품_56,614,대분류_4,9507,중분류_4,5404,소분류_4,7951,세분류_5,02,PB_2,82856.600402505,1762.9824235357773
2024.09,25487,본부_3,18075,사업부_2,05944,영업그룹_5,09014,경로사업부_2,32438,매니저_4,91638,본점_5,58634617,고객_5,83931085,상품_57,952,대분류_3,0162,중분류_5,1649,소분류_3,7951,세분류_5,01,PB_1,48028.46824872862,7950.413482588225
2024.05,25817,본부_1,18075,사업부_2,66869,영업그룹_3,42605,경로사업부_1,68924,매니저_1,09443,본점_2,72182478,고객_10,70826311,상품_58,614,대분류_4,1856,중분류_2,7296,소분류_5,4290,세분류_1,01,PB_1,81212.15443413725,3028.6572916390737
2023.01,42786,본부_4,87570,사업부_5,15000,영업그룹_4,93691,경로사업부_3,46638,매니저_2,79956,본점_4,16070762,고객_1,09679101,상품_59,952,대분류_3,0162,중분류_5,8121,소분류_2,4290,세분류_1,03,PB_3,20824.165677338882,7052.634650751268
2024.05,05467,본부_2,84073,사업부_4,77006,영업그룹_2,09014,경로사업부_2,40058,매니저_5,09443,본점_2,54654342,고객_14,16537199,상품_60,815,대분류_2,2601,중분류_1,5658,소분류_1,4290,세분류_1,04,PB_4,5465.785664512138,1708.3081623948635
2024.04,05467,본부_2,66484,사업부_3,77006,영업그룹_2,09014,경로사업부_2,32438,매니저_4,62642,본점_1,72182478,고객_10,98494293,상품_61,952,대분류_3,7794,중분류_3,5404,소분류_4,7951,세분류_5,03,PB_3,13140.601057185817,9108.453885822335
2023.11,42786,본부_4,87570,사업부_5,66869,영업그룹_3,45128,경로사업부_4,32438,매니저_4,79956,본점_4,97278440,고객_18,56846032,상품_62,815,대분류_2,9507,중분류_4,5658,소분류_1,7951,세분류_5,01,PB_1,75332.19279285434,6812.784655991634
2023.01,05467,본부_2,87570,사업부_5,40645,영업그룹_1,93691,경로사업부_3,46638,매니저_2,79956,본점_4,15967515,고객_19,03616098,상품_63,933,대분류_5,2601,중분류_1,7296,소분류_5,4290,세분류_1,04,PB_4,45657.87534918314,6393.1293602479855
2024.02,42786,본부_4,80841,사업부_1,77006,영업그룹_2,93691,경로사업부_3,32438,매니저_4,91638,본점_5,97278440,고객_18,20701671,상품_64,933,대분류_5,0162,중분류_5,5404,소분류_4,7655,세분류_2,02,PB_2,58059.633995313765,9493.310027489033
2024.01,88114,본부_5,18075,사업부_2,66869,영업그룹_3,45128,경로사업부_4,13500,매니저_3,62642,본점_1,90482989,고객_11,01715450,상품_65,614,대분류_4,7794,중분류_3,8121,소분류_2,7951,세분류_5,03,PB_3,6698.860104318948,7711.329679050347
2023.04,05467,본부_2,87570,사업부_5,05944,영업그룹_5,45128,경로사업부_4,46638,매니저_2,40814,본점_3,73065718,고객_7,68850035,상품_66,815,대분류_2,7794,중분류_3,1649,소분류_3,4290,세분류_1,02,PB_2,97404.83476889906,3259.645493526265
2024.03,42786,본부_4,84073,사업부_4,05944,영업그룹_5,45128,경로사업부_4,46638,매니저_2,91638,본점_5,98000523,고객_17,36069960,상품_67,614,대분류_4,2601,중분류_1,7296,소분류_5,4290,세분류_1,03,PB_3,82968.55186051896,2899.491394081311
2024.02,05467,본부_2,18075,사업부_2,77006,영업그룹_2,45128,경로사업부_4,13500,매니저_3,09443,본점_2,58634617,고객_5,79082858,상품_68,614,대분류_4,9507,중분류_4,1649,소분류_3,4290,세분류_1,01,PB_1,64184.65812133741,8751.146493142089
2023.02,05467,본부_2,84073,사업부_4,77006,영업그룹_2,37283,경로사업부_5,32438,매니저_4,91638,본점_5,17448779,고객_6,49433675,상품_69,933,대분류_5,0162,중분류_5,8121,소분류_2,2897,세분류_4,01,PB_1,66732.19472233111,2068.2963517682956
2023.07,05467,본부_2,80841,사업부_1,15000,영업그룹_4,37283,경로사업부_5,32438,매니저_4,09443,본점_2,58634617,고객_5,05476181,상품_70,614,대분류_4,9507,중분류_4,5658,소분류_1,7951,세분류_5,04,PB_4,33618.03457533232,5076.543909554621
2024.05,05467,본부_2,80841,사업부_1,15000,영업그룹_4,93691,경로사업부_3,13500,매니저_3,91638,본점_5,26118220,고객_16,47058723,상품_71,614,대분류_4,7794,중분류_3,5658,소분류_1,7951,세분류_5,01,PB_1,73129.40734702033,7242.320357450451
2023.10,42786,본부_4,66484,사업부_3,77006,영업그룹_2,37283,경로사업부_5,40058,매니저_5,09443,본점_2,26118220,고객_16,11359846,상품_72,815,대분류_2,2601,중분류_1,1649,소분류_3,4290,세분류_1,01,PB_1,97833.38432137904,8026.334776570089
2024.05,05467,본부_2,84073,사업부_4,66869,영업그룹_3,09014,경로사업부_2,13500,매니저_3,62642,본점_1,75142952,고객_3,14972268,상품_73,408,대분류_1,7794,중분류_3,7296,소분류_5,7655,세분류_2,01,PB_1,31602.109615256944,5757.609456638872
2024.07,25817,본부_1,66484,사업부_3,15000,영업그룹_4,09014,경로사업부_2,13500,매니저_3,09443,본점_2,24100318,고객_20,73636705,상품_74,614,대분류_4,0162,중분류_5,8121,소분류_2,4290,세분류_1,02,PB_2,93690.73537029802,9534.026076814025
2024.03,42786,본부_4,84073,사업부_4,15000,영업그룹_4,93691,경로사업부_3,68924,매니저_1,79956,본점_4,23407255,고객_9,18416328,상품_75,933,대분류_5,2601,중분류_1,5404,소분류_4,7951,세분류_5,04,PB_4,66371.93354111203,4058.2210448969017
2024.03,25487,본부_3,80841,사업부_1,15000,영업그룹_4,93691,경로사업부_3,13500,매니저_3,79956,본점_4,17448779,고객_6,99834699,상품_76,933,대분류_5,7794,중분류_3,5404,소분류_4,4290,세분류_1,02,PB_2,65124.417008369346,794.6899328264586
2024.09,42786,본부_4,80841,사업부_1,05944,영업그룹_5,93691,경로사업부_3,68924,매니저_1,79956,본점_4,73065718,고객_7,51330153,상품_77,815,대분류_2,1856,중분류_2,7296,소분류_5,7655,세분류_2,03,PB_3,18271.702450269117,8021.259378605295
2023.03,42786,본부_4,18075,사업부_2,66869,영업그룹_3,09014,경로사업부_2,32438,매니저_4,62642,본점_1,15967515,고객_19,80126123,상품_78,815,대분류_2,7794,중분류_3,5658,소분류_1,7655,세분류_2,01,PB_1,8035.409730137947,1861.7111751788518
2024.08,25817,본부_1,87570,사업부_5,66869,영업그룹_3,42605,경로사업부_1,40058,매니저_5,62642,본점_1,24211193,고객_13,94266764,상품_79,408,대분류_1,2601,중분류_1,1649,소분류_3,7025,세분류_3,03,PB_3,65320.307772927925,7091.883484827655
2023.05,05467,본부_2,87570,사업부_5,15000,영업그룹_4,42605,경로사업부_1,13500,매니저_3,62642,본점_1,15967515,고객_19,57245964,상품_80,408,대분류_1,0162,중분류_5,5404,소분류_4,2897,세분류_4,01,PB_1,1152.6047554205418,5714.580207213509
2024.05,25817,본부_1,84073,사업부_4,15000,영업그룹_4,42605,경로사업부_1,40058,매니저_5,40814,본점_3,16070762,고객_1,21618024,상품_81,614,대분류_4,7794,중분류_3,5404,소분류_4,2897,세분류_4,01,PB_1,18003.938550673385,1406.4370005999176
2024.09,05467,본부_2,84073,사업부_4,40645,영업그룹_1,37283,경로사업부_5,13500,매니저_3,40814,본점_3,17448779,고객_6,36380650,상품_82,614,대분류_4,2601,중분류_1,5658,소분류_1,4290,세분류_1,03,PB_3,74818.43894619087,8269.552364662133
2023.10,25817,본부_1,80841,사업부_1,66869,영업그룹_3,93691,경로사업부_3,32438,매니저_4,40814,본점_3,67670783,고객_4,20996953,상품_83,408,대분류_1,2601,중분류_1,5658,소분류_1,4290,세분류_1,02,PB_2,18623.88069391459,4354.303074747725
2023.01,25817,본부_1,84073,사업부_4,40645,영업그룹_1,09014,경로사업부_2,13500,매니저_3,40814,본점_3,98000523,고객_17,73269503,상품_84,408,대분류_1,0162,중분류_5,8121,소분류_2,7655,세분류_2,04,PB_4,42745.74695909345,8039.154874714395
2023.05,88114,본부_5,80841,사업부_1,77006,영업그룹_2,37283,경로사업부_5,32438,매니저_4,62642,본점_1,05847842,고객_8,49325386,상품_85,614,대분류_4,0162,중분류_5,7296,소분류_5,2897,세분류_4,03,PB_3,54410.38782791378,5215.280465149314
2023.05,88114,본부_5,84073,사업부_4,15000,영업그룹_4,93691,경로사업부_3,46638,매니저_2,40814,본점_3,90482989,고객_11,10082294,상품_86,815,대분류_2,9507,중분류_4,5658,소분류_1,7655,세분류_2,02,PB_2,78009.77397720846,1957.9844202348302
2024.10,05467,본부_2,87570,사업부_5,15000,영업그룹_4,09014,경로사업부_2,68924,매니저_1,79956,본점_4,05847842,고객_8,28369132,상품_87,815,대분류_2,0162,중분류_5,1649,소분류_3,7655,세분류_2,04,PB_4,35018.41324774068,5941.781367950443
2024.03,42786,본부_4,18075,사업부_2,05944,영업그룹_5,09014,경로사업부_2,68924,매니저_1,09443,본점_2,23407255,고객_9,67421403,상품_88,408,대분류_1,9507,중분류_4,7296,소분류_5,2897,세분류_4,02,PB_2,59943.81547498323,4559.636291914245
2023.11,25487,본부_3,84073,사업부_4,66869,영업그룹_3,93691,경로사업부_3,40058,매니저_5,91638,본점_5,05847842,고객_8,25159272,상품_89,933,대분류_5,7794,중분류_3,8121,소분류_2,2897,세분류_4,01,PB_1,51199.32828377792,2461.631378816556
2024.04,42786,본부_4,84073,사업부_4,66869,영업그룹_3,93691,경로사업부_3,32438,매니저_4,62642,본점_1,36407697,고객_12,96861370,상품_90,952,대분류_3,0162,중분류_5,7296,소분류_5,2897,세분류_4,04,PB_4,85895.59095469966,2276.511514285266
2023.10,88114,본부_5,84073,사업부_4,05944,영업그룹_5,09014,경로사업부_2,68924,매니저_1,62642,본점_1,26118220,고객_16,74059630,상품_91,408,대분류_1,7794,중분류_3,8121,소분류_2,7025,세분류_3,02,PB_2,68127.20852985165,7991.794884484199
2023.03,42786,본부_4,84073,사업부_4,40645,영업그룹_1,45128,경로사업부_4,46638,매니저_2,91638,본점_5,23407255,고객_9,74375011,상품_92,933,대분류_5,1856,중분류_2,5658,소분류_1,7025,세분류_3,02,PB_2,34239.12806752462,2736.281598063791
2024.02,05467,본부_2,18075,사업부_2,05944,영업그룹_5,42605,경로사업부_1,13500,매니저_3,79956,본점_4,26118220,고객_16,58415445,상품_93,933,대분류_5,7794,중분류_3,7296,소분류_5,7025,세분류_3,02,PB_2,93796.23513468394,5745.391111651352
2023.08,05467,본부_2,80841,사업부_1,05944,영업그룹_5,37283,경로사업부_5,68924,매니저_1,91638,본점_5,98000523,고객_17,87199148,상품_94,815,대분류_2,7794,중분류_3,8121,소분류_2,7025,세분류_3,02,PB_2,14023.1416256733,1138.5427710706433
